movieID,name,releaseDate,duration,genres,ratingFromTomato,contentRating,ratingFromIMDB,directorID,userID
1359,While You Were Sleeping,1995,103,"Comedy,Drama,Romance",80.0,PG,7.615384615384615,114,337
181,Breaking and Entering,2010,88,"Comedy,Documentary",33.67175190501486,R,7.4,854,337
374,First to the Moon,2018,121,Documentary,93.48420128977554,NR,7.7,1169,337
401,Frost/Nixon,2008,122,"Biography,Drama,History",91.62401278572914,R,8.272727272727273,4,337
423,Godzilla,2014,123,"Action,Adventure,Sci-Fi",75.5856114641497,PG-13,6.181818181818182,1005,338
352,Falcon Rising,2014,103,"Action,Adventure,Crime",41.98334515001984,R,6.142857142857143,158,338
449,"Hail, Caesar!",2016,106,"Comedy,Drama,Mystery",84.28879465581157,PG-13,6.461538461538462,44,338
1235,The Viral Factor,2012,122,"Action,Drama,Thriller",55.38629166774317,NR,5.9,438,338
701,More Than a Game,2008,105,"Biography,Documentary,Sport",67.7596980716611,PG,7.6,1060,338
1194,The Rebound,2016,76,"Documentary,Sport",42.35501146282981,R,7.6,1265,338
226,Chicago,2002,113,"Comedy,Crime,Musical",85.83170077924096,PG-13,8.307692307692308,482,338
829,Railroad Tigers,2016,124,"Action,Adventure,Comedy",32.567477399926474,NR,5.7,261,339
1386,Zathura: A Space Adventure,2005,101,"Action,Adventure,Comedy",76.0,PG,6.714285714285714,286,339
843,Resident Evil: Extinction,2007,94,"Action,Adventure,Horror",25.67586179032275,R,5.769230769230769,517,339
762,Only You,2021,85,"Comedy,Horror",51.55568681645068,PG,3.7,1074,339
278,Dark Water,2005,105,"Drama,Horror,Mystery",47.20874232587388,PG-13,5.6,605,339
461,Haunter,2013,97,"Fantasy,Horror,Mystery",55.30958609667908,NR,7.2105263157894735,527,339
128,Before the Devil Knows You're Dead,2007,117,"Crime,Drama,Thriller",86.69647074337452,R,8.615384615384615,59,339
519,In Bruges,2008,107,"Comedy,Crime,Drama",84.44016618655881,R,6.75,920,340
77,American Pie,1999,95,Comedy,59.64782314816495,R,6.583333333333333,693,340
1219,The Time Being,2011,-1,Documentary,27.52350884921099,NR,-1.0,1254,340
569,Kapo,1999,55,Documentary,61.12606625295852,NR,8.4,169,340
517,Ice Castles,2010,95,"Drama,Romance,Sport",55.755516671073124,PG,6.1,710,340
1154,The Mighty Macs,2009,99,"Drama,Sport",47.50626384566449,G,6.5,729,340
318,Door to Door,2016,60,Horror,56.955387526803335,NR,8.7,1270,340
145,Black '47,2018,100,"Action,Drama,History",79.4380727278058,R,6.0625,242,341
1174,The Overture,2004,103,"Biography,Drama,History",54.98346230503891,NR,7.9,902,341
1099,The Gunman,2016,-1,Western,16.11817279505972,R,-1.0,679,341
283,Dead Birds,2004,91,"Horror,Thriller,Western",44.378350940954164,R,5.25,666,341
451,Happiness,2016,90,Drama,80.57543572518048,NR,5.916666666666667,650,341
1360,White Rabbit,2013,90,Drama,88.0,NR,6.0,488,341
706,Much Ado About Nothing,2011,161,"Comedy,Romance",85.90817658648687,PG-13,8.6,957,341
241,Cocktail,2010,111,"Drama,Musical,Thriller",61.880435342583,NR,7.2,863,342
226,Chicago,2002,113,"Comedy,Crime,Musical",85.83170077924096,PG-13,8.307692307692308,482,342
907,Showdown in Little Tokyo,1991,79,"Action,Comedy,Crime",27.518492728477334,R,6.470588235294118,451,342
501,How to Talk to Girls at Parties,2017,102,"Comedy,Music,Romance",48.69701836348134,R,5.1875,507,342
1201,The Runaways,2010,106,"Biography,Drama,Music",69.25847441810681,R,6.166666666666667,626,342
874,Saturday Church,2017,82,"Drama,Fantasy,Music",90.96134899125886,NR,6.3,953,342
1325,Veer-Zaara,2004,192,"Drama,Family,Musical",92.0,NR,8.692307692307692,126,342
217,Centigrade,2020,89,"Drama,Thriller",41.64013645359702,NR,3.2857142857142856,1034,343
1306,Underworld,2003,121,"Action,Fantasy,Thriller",31.0,R,6.333333333333333,704,343
626,Longing,2011,50,"Biography,Documentary,Music",81.21336532860316,NR,-1.0,1188,343
665,Marie Curie: The Courage of Knowledge,2016,100,"Biography,Drama,Romance",67.47275464538741,NR,5.6,531,343
902,Shaun of the Dead,2004,99,"Comedy,Horror",89.96295363925246,R,8.583333333333334,707,343
1153,The Mechanic,2011,93,"Action,Crime,Thriller",21.08345895091327,R,6.055555555555555,695,344
1330,Victory,2008,143,"Action,Drama",65.10265168808658,PG,4.3,1038,344
550,Jamie Marks Is Dead,2014,101,"Drama,Fantasy,Mystery",61.96311520900314,NR,5.5,987,344
1346,Waterland,1992,95,"Drama,Mystery",53.0,R,6.6,340,344
879,Scarborough,2021,136,Drama,60.98502424137357,NR,8.2,1179,344
1389,Zoom,2016,158,"Comedy,Drama,Romance",4.0,PG,5.7,1226,345
271,Damsels in Distress,2011,99,"Comedy,Drama,Romance",74.37249352244591,PG-13,5.8,72,345
1345,Watchers of the Sky,2014,120,"Biography,Documentary,History",86.0,NR,7.2,168,345
1116,The Incomparable Rose Hartman,2016,71,"Documentary,History",73.12933593950048,NR,7.0,1043,345
226,Chicago,2002,113,"Comedy,Crime,Musical",85.83170077924096,PG-13,8.307692307692308,482,345
316,Domestic Disturbance,2001,89,"Crime,Thriller",24.289121020200884,PG-13,4.666666666666667,39,346
363,Feardotcom,2002,101,"Crime,Horror,Thriller",5.267952787219248,R,3.357142857142857,476,346
592,Last Knights,2015,115,"Action,Drama,History",18.655834806703613,R,5.928571428571429,895,346
783,Parkland,2013,93,"Drama,History,Mystery",49.1472381342049,PG-13,6.1,873,346
33,A Midsummer Night's Dream,2019,180,"Comedy,Drama,Romance",92.45009893589868,NR,8.3,378,346
760,One Night Stand,2015,90,"Comedy,Drama,Romance",30.314668976647543,R,-1.0,1243,346
706,Much Ado About Nothing,2011,161,"Comedy,Romance",85.90817658648687,PG-13,8.6,957,346
1281,Tower,2014,115,Thriller,99.0,NR,-1.0,1278,347
527,Inconceivable,2017,105,"Drama,Thriller",31.211284536181502,R,4.285714285714286,901,347
846,Restoration,1995,117,"Biography,Drama,History",71.01029052402082,R,6.133333333333334,57,347
1247,The White Countess,2005,135,"Drama,History,Romance",49.0,PG-13,7.083333333333333,383,347
669,Mary and Max,2009,92,"Animation,Comedy,Drama",93.34959563589686,G,8.23076923076923,273,347
579,Kingsglaive: Final Fantasy XV,2016,110,"Action,Adventure,Animation",11.619352298178063,PG-13,5.666666666666667,874,347
372,Firestarter,2020,96,Documentary,36.232230968428176,R,8.1,723,347
828,Race the Sun,1996,100,"Adventure,Comedy,Drama",36.02632635242051,PG,5.4,304,348
861,Romantics Anonymous,2010,80,"Comedy,Romance",83.99675955171844,NR,6.9,136,348
478,Hellbent,2004,84,"Horror,Thriller",47.44462430627646,R,5.5,280,348
138,Bethlehem,2013,99,"Drama,Thriller,War",80.43796158186133,NR,7.1,985,348
77,American Pie,1999,95,Comedy,59.64782314816495,R,6.583333333333333,693,348
680,Men in Black,1997,98,"Action,Adventure,Comedy",90.80237762760818,PG-13,7.235294117647059,70,348
1148,The Lord of the Rings: The Two Towers,2002,179,"Action,Adventure,Drama",92.96397714836856,PG-13,9.1875,58,348
758,One False Move,1992,105,"Crime,Drama,Thriller",93.6004913620833,R,7.285714285714286,79,349
97,Around the Bend,2004,85,Drama,29.40182288146031,R,6.4,870,349
1116,The Incomparable Rose Hartman,2016,71,"Documentary,History",73.12933593950048,NR,7.0,1043,349
729,Nixon,1995,192,"Biography,Drama,History",75.93154912995249,R,6.857142857142857,9,349
428,Gone Girl,2014,149,"Drama,Mystery,Thriller",86.6514191274213,R,8.055555555555555,14,349
