movieID,name,genres,ratingFromIMDB,userID
1148,The Lord of the Rings: The Two Towers,"Action,Adventure,Drama",9.1875,181
1263,Thor: Ragnarok,"Action,Adventure,Comedy",8.583333333333334,181
1381,X-Men: First Class,"Action,Adventure,Sci-Fi",8.307692307692308,181
617,Little Manhattan,"Comedy,Family,Romance",8.857142857142858,116
838,Remember,"Drama,Mystery,Thriller",8.272727272727273,116
849,Riding Alone for Thousands of Miles,Drama,8.615384615384615,116
902,Shaun of the Dead,"Comedy,Horror",8.583333333333334,116
909,Shutter Island,"Mystery,Thriller",7.857142857142857,116
922,Snapshots,Drama,8.724137931034482,116
996,The Angels' Share,"Comedy,Crime,Drama",8.071428571428571,116
1006,The Best Man Holiday,"Comedy,Drama",8.0,116
1072,The Filth and the Fury,"Biography,Documentary,Music",9.0,116
1381,X-Men: First Class,"Action,Adventure,Sci-Fi",8.307692307692308,116
128,Before the Devil Knows You're Dead,"Crime,Drama,Thriller",8.615384615384615,171
313,Dolemite Is My Name,"Biography,Comedy,Drama",7.714285714285714,171
617,Little Manhattan,"Comedy,Family,Romance",8.857142857142858,171
794,Persepolis,"Animation,Biography,Drama",8.416666666666666,171
838,Remember,"Drama,Mystery,Thriller",8.272727272727273,171
849,Riding Alone for Thousands of Miles,Drama,8.615384615384615,171
864,Rosewood,"Action,Drama,History",8.090909090909092,171
877,Saving Face,"Comedy,Drama,Romance",7.625,171
1148,The Lord of the Rings: The Two Towers,"Action,Adventure,Drama",9.1875,171
1263,Thor: Ragnarok,"Action,Adventure,Comedy",8.583333333333334,171
128,Before the Devil Knows You're Dead,"Crime,Drama,Thriller",8.615384615384615,259
617,Little Manhattan,"Comedy,Family,Romance",8.857142857142858,259
794,Persepolis,"Animation,Biography,Drama",8.416666666666666,259
849,Riding Alone for Thousands of Miles,Drama,8.615384615384615,259
902,Shaun of the Dead,"Comedy,Horror",8.583333333333334,259
909,Shutter Island,"Mystery,Thriller",7.857142857142857,259
919,Slumdog Millionaire,"Drama,Romance",8.333333333333334,259
922,Snapshots,Drama,8.724137931034482,259
1148,The Lord of the Rings: The Two Towers,"Action,Adventure,Drama",9.1875,259
1263,Thor: Ragnarok,"Action,Adventure,Comedy",8.583333333333334,259
128,Before the Devil Knows You're Dead,"Crime,Drama,Thriller",8.615384615384615,299
401,Frost/Nixon,"Biography,Drama,History",8.272727272727273,299
617,Little Manhattan,"Comedy,Family,Romance",8.857142857142858,299
794,Persepolis,"Animation,Biography,Drama",8.416666666666666,299
902,Shaun of the Dead,"Comedy,Horror",8.583333333333334,299
922,Snapshots,Drama,8.724137931034482,299
1145,The Lives of Others,"Drama,Mystery,Thriller",9.0,299
1148,The Lord of the Rings: The Two Towers,"Action,Adventure,Drama",9.1875,299
1263,Thor: Ragnarok,"Action,Adventure,Comedy",8.583333333333334,299
1311,Untamed Heart,"Drama,Romance",7.764705882352941,299
128,Before the Devil Knows You're Dead,"Crime,Drama,Thriller",8.615384615384615,17
237,"Clean, Shaven","Crime,Drama,Thriller",8.076923076923077,17
313,Dolemite Is My Name,"Biography,Comedy,Drama",7.714285714285714,17
401,Frost/Nixon,"Biography,Drama,History",8.272727272727273,17
617,Little Manhattan,"Comedy,Family,Romance",8.857142857142858,17
794,Persepolis,"Animation,Biography,Drama",8.416666666666666,17
849,Riding Alone for Thousands of Miles,Drama,8.615384615384615,17
1072,The Filth and the Fury,"Biography,Documentary,Music",9.0,17
1145,The Lives of Others,"Drama,Mystery,Thriller",9.0,17
1148,The Lord of the Rings: The Two Towers,"Action,Adventure,Drama",9.1875,17
128,Before the Devil Knows You're Dead,"Crime,Drama,Thriller",8.615384615384615,60
617,Little Manhattan,"Comedy,Family,Romance",8.857142857142858,60
794,Persepolis,"Animation,Biography,Drama",8.416666666666666,60
849,Riding Alone for Thousands of Miles,Drama,8.615384615384615,60
922,Snapshots,Drama,8.724137931034482,60
1145,The Lives of Others,"Drama,Mystery,Thriller",9.0,60
1148,The Lord of the Rings: The Two Towers,"Action,Adventure,Drama",9.1875,60
1311,Untamed Heart,"Drama,Romance",7.764705882352941,60
1325,Veer-Zaara,"Drama,Family,Musical",8.692307692307692,60
1381,X-Men: First Class,"Action,Adventure,Sci-Fi",8.307692307692308,60
295,Delhi Belly,"Action,Comedy,Crime",8.166666666666666,110
311,Doctor Strange,"Action,Adventure,Fantasy",8.076923076923077,110
313,Dolemite Is My Name,"Biography,Comedy,Drama",7.714285714285714,110
401,Frost/Nixon,"Biography,Drama,History",8.272727272727273,110
617,Little Manhattan,"Comedy,Family,Romance",8.857142857142858,110
909,Shutter Island,"Mystery,Thriller",7.857142857142857,110
919,Slumdog Millionaire,"Drama,Romance",8.333333333333334,110
922,Snapshots,Drama,8.724137931034482,110
950,Star Wars: Episode VII - The Force Awakens,"Action,Adventure,Sci-Fi",8.6,110
1381,X-Men: First Class,"Action,Adventure,Sci-Fi",8.307692307692308,110
128,Before the Devil Knows You're Dead,"Crime,Drama,Thriller",8.615384615384615,178
226,Chicago,"Comedy,Crime,Musical",8.307692307692308,178
237,"Clean, Shaven","Crime,Drama,Thriller",8.076923076923077,178
254,Cool Runnings,"Adventure,Comedy,Family",7.333333333333333,178
266,"Crouching Tiger, Hidden Dragon","Action,Adventure,Drama",7.846153846153846,178
617,Little Manhattan,"Comedy,Family,Romance",8.857142857142858,178
1145,The Lives of Others,"Drama,Mystery,Thriller",9.0,178
1148,The Lord of the Rings: The Two Towers,"Action,Adventure,Drama",9.1875,178
1325,Veer-Zaara,"Drama,Family,Musical",8.692307692307692,178
1381,X-Men: First Class,"Action,Adventure,Sci-Fi",8.307692307692308,178
128,Before the Devil Knows You're Dead,"Crime,Drama,Thriller",8.615384615384615,96
311,Doctor Strange,"Action,Adventure,Fantasy",8.076923076923077,96
313,Dolemite Is My Name,"Biography,Comedy,Drama",7.714285714285714,96
922,Snapshots,Drama,8.724137931034482,96
996,The Angels' Share,"Comedy,Crime,Drama",8.071428571428571,96
1006,The Best Man Holiday,"Comedy,Drama",8.0,96
1072,The Filth and the Fury,"Biography,Documentary,Music",9.0,96
1145,The Lives of Others,"Drama,Mystery,Thriller",9.0,96
1148,The Lord of the Rings: The Two Towers,"Action,Adventure,Drama",9.1875,96
1263,Thor: Ragnarok,"Action,Adventure,Comedy",8.583333333333334,96
295,Delhi Belly,"Action,Comedy,Crime",8.166666666666666,38
311,Doctor Strange,"Action,Adventure,Fantasy",8.076923076923077,38
313,Dolemite Is My Name,"Biography,Comedy,Drama",7.714285714285714,38
339,Enemy of the State,"Action,Thriller",7.933333333333334,38
401,Frost/Nixon,"Biography,Drama,History",8.272727272727273,38
617,Little Manhattan,"Comedy,Family,Romance",8.857142857142858,38
669,Mary and Max,"Animation,Comedy,Drama",8.23076923076923,38
922,Snapshots,Drama,8.724137931034482,38
1148,The Lord of the Rings: The Two Towers,"Action,Adventure,Drama",9.1875,38
1263,Thor: Ragnarok,"Action,Adventure,Comedy",8.583333333333334,38
128,Before the Devil Knows You're Dead,"Crime,Drama,Thriller",8.615384615384615,157
295,Delhi Belly,"Action,Comedy,Crime",8.166666666666666,157
311,Doctor Strange,"Action,Adventure,Fantasy",8.076923076923077,157
313,Dolemite Is My Name,"Biography,Comedy,Drama",7.714285714285714,157
339,Enemy of the State,"Action,Thriller",7.933333333333334,157
617,Little Manhattan,"Comedy,Family,Romance",8.857142857142858,157
849,Riding Alone for Thousands of Miles,Drama,8.615384615384615,157
1148,The Lord of the Rings: The Two Towers,"Action,Adventure,Drama",9.1875,157
1325,Veer-Zaara,"Drama,Family,Musical",8.692307692307692,157
1381,X-Men: First Class,"Action,Adventure,Sci-Fi",8.307692307692308,157
128,Before the Devil Knows You're Dead,"Crime,Drama,Thriller",8.615384615384615,265
295,Delhi Belly,"Action,Comedy,Crime",8.166666666666666,265
311,Doctor Strange,"Action,Adventure,Fantasy",8.076923076923077,265
